ts,eventId,Message,Location
2024-10-21T16:36:26.3609109Z,1,Data Entry 209,"{""position"":{""x"":0.3089225,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.5405793,""y"":0.0,""z"":0.0,""w"":0.841293156},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.3647552Z,1,Data Entry 210,"{""position"":{""x"":0.3144879,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.542620659,""y"":0.0,""z"":0.0,""w"":0.83997786},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.3709134Z,1,Data Entry 211,"{""position"":{""x"":0.3185657,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.5441144,""y"":0.0,""z"":0.0,""w"":0.8390111},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.3789232Z,1,Data Entry 212,"{""position"":{""x"":0.3242707,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.5462012,""y"":0.0,""z"":0.0,""w"":0.837654054},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.3853463Z,1,Data Entry 213,"{""position"":{""x"":0.3323065,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.5491349,""y"":0.0,""z"":0.0,""w"":0.8357337},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.3898026Z,1,Data Entry 214,"{""position"":{""x"":0.3391154,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.5516154,""y"":0.0,""z"":0.0,""w"":0.8340986},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.3953467Z,1,Data Entry 215,"{""position"":{""x"":0.343281,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.553130567,""y"":0.0,""z"":0.0,""w"":0.8330946},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.4006183Z,1,Data Entry 216,"{""position"":{""x"":0.3487801,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.555128,""y"":0.0,""z"":0.0,""w"":0.831765056},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.4044394Z,1,Data Entry 217,"{""position"":{""x"":0.354185283,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.5570881,""y"":0.0,""z"":0.0,""w"":0.830453455},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.4094222Z,1,Data Entry 218,"{""position"":{""x"":0.3578936,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.5584311,""y"":0.0,""z"":0.0,""w"":0.829551},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.4130958Z,1,Data Entry 219,"{""position"":{""x"":0.362837076,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.5602191,""y"":0.0,""z"":0.0,""w"":0.8283445},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.4171830Z,1,Data Entry 220,"{""position"":{""x"":0.366914064,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.561691761,""y"":0.0,""z"":0.0,""w"":0.8273466},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.4211355Z,1,Data Entry 221,"{""position"":{""x"":0.370829672,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.563104451,""y"":0.0,""z"":0.0,""w"":0.8263857},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.4272771Z,1,Data Entry 222,"{""position"":{""x"":0.374884069,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.564565539,""y"":0.0,""z"":0.0,""w"":0.8253883},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.4313716Z,1,Data Entry 223,"{""position"":{""x"":0.380818069,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.5667007,""y"":0.0,""z"":0.0,""w"":0.823923767},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.4356708Z,1,Data Entry 224,"{""position"":{""x"":0.385225981,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.568284333,""y"":0.0,""z"":0.0,""w"":0.8228323},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.4407022Z,1,Data Entry 225,"{""position"":{""x"":0.3890727,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.5696646,""y"":0.0,""z"":0.0,""w"":0.821877241},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.4439093Z,1,Data Entry 226,"{""position"":{""x"":0.3941302,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.571477,""y"":0.0,""z"":0.0,""w"":0.820618153},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.4493628Z,1,Data Entry 227,"{""position"":{""x"":0.397704,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.572755933,""y"":0.0,""z"":0.0,""w"":0.819726},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.4533323Z,1,Data Entry 228,"{""position"":{""x"":0.4026835,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.5745356,""y"":0.0,""z"":0.0,""w"":0.8184796},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.4582532Z,1,Data Entry 229,"{""position"":{""x"":0.4067857,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.575999737,""y"":0.0,""z"":0.0,""w"":0.8174499},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.4611888Z,1,Data Entry 230,"{""position"":{""x"":0.4116671,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.577739537,""y"":0.0,""z"":0.0,""w"":0.816221237},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.4660007Z,1,Data Entry 231,"{""position"":{""x"":0.4150347,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.578938246,""y"":0.0,""z"":0.0,""w"":0.8153714},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.4696963Z,1,Data Entry 232,"{""position"":{""x"":0.419463724,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.580512941,""y"":0.0,""z"":0.0,""w"":0.814251},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.4745054Z,1,Data Entry 233,"{""position"":{""x"":0.423054516,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.581787944,""y"":0.0,""z"":0.0,""w"":0.8133405},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.4776413Z,1,Data Entry 234,"{""position"":{""x"":0.428088516,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.583573043,""y"":0.0,""z"":0.0,""w"":0.8120607},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.4820995Z,1,Data Entry 235,"{""position"":{""x"":0.4314815,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.5847747,""y"":0.0,""z"":0.0,""w"":0.81119585},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.4856873Z,1,Data Entry 236,"{""position"":{""x"":0.436091125,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.586405039,""y"":0.0,""z"":0.0,""w"":0.810017943},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.4910167Z,1,Data Entry 237,"{""position"":{""x"":0.4394535,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.58759284,""y"":0.0,""z"":0.0,""w"":0.8091568},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.5022696Z,1,Data Entry 238,"{""position"":{""x"":0.444201618,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.589267969,""y"":0.0,""z"":0.0,""w"":0.807937741},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.5084847Z,1,Data Entry 239,"{""position"":{""x"":0.4557456,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.59333,""y"":0.0,""z"":0.0,""w"":0.804959357},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.5137932Z,1,Data Entry 240,"{""position"":{""x"":0.4616884,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.5954153,""y"":0.0,""z"":0.0,""w"":0.803418159},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.5173871Z,1,Data Entry 241,"{""position"":{""x"":0.4671421,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.5973254,""y"":0.0,""z"":0.0,""w"":0.801999},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.5226592Z,1,Data Entry 242,"{""position"":{""x"":0.4708645,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.598627269,""y"":0.0,""z"":0.0,""w"":0.8010277},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.5276701Z,1,Data Entry 243,"{""position"":{""x"":0.476004,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.600422144,""y"":0.0,""z"":0.0,""w"":0.7996832},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.5330543Z,1,Data Entry 244,"{""position"":{""x"":0.4805874,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6020202,""y"":0.0,""z"":0.0,""w"":0.7984809},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.5374621Z,1,Data Entry 245,"{""position"":{""x"":0.486307681,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6040113,""y"":0.0,""z"":0.0,""w"":0.796975732},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.5411979Z,1,Data Entry 246,"{""position"":{""x"":0.491188467,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.605707169,""y"":0.0,""z"":0.0,""w"":0.7956877},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.5472304Z,1,Data Entry 247,"{""position"":{""x"":0.494963378,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.607017,""y"":0.0,""z"":0.0,""w"":0.79468894},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.5529126Z,1,Data Entry 248,"{""position"":{""x"":0.500760853,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6090253,""y"":0.0,""z"":0.0,""w"":0.7931509},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.5568402Z,1,Data Entry 249,"{""position"":{""x"":0.506271839,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.610930741,""y"":0.0,""z"":0.0,""w"":0.791684031},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.5617093Z,1,Data Entry 250,"{""position"":{""x"":0.510235131,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6122989,""y"":0.0,""z"":0.0,""w"":0.7906264},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.5647939Z,1,Data Entry 251,"{""position"":{""x"":0.515139639,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6139895,""y"":0.0,""z"":0.0,""w"":0.78931427},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.5702053Z,1,Data Entry 252,"{""position"":{""x"":0.5185921,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6151778,""y"":0.0,""z"":0.0,""w"":0.788388431},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.5743583Z,1,Data Entry 253,"{""position"":{""x"":0.5234297,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6168406,""y"":0.0,""z"":0.0,""w"":0.787088156},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.5795805Z,1,Data Entry 254,"{""position"":{""x"":0.5278636,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6183621,""y"":0.0,""z"":0.0,""w"":0.785893261},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.5846317Z,1,Data Entry 255,"{""position"":{""x"":0.533322632,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.620232344,""y"":0.0,""z"":0.0,""w"":0.7844182},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.5888709Z,1,Data Entry 256,"{""position"":{""x"":0.5381066,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6218684,""y"":0.0,""z"":0.0,""w"":0.7831218},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.5973004Z,1,Data Entry 257,"{""position"":{""x"":0.5420538,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.623216152,""y"":0.0,""z"":0.0,""w"":0.7820496},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.6028038Z,1,Data Entry 258,"{""position"":{""x"":0.5510535,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6262824,""y"":0.0,""z"":0.0,""w"":0.779596269},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.6071211Z,1,Data Entry 259,"{""position"":{""x"":0.5563103,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.628068864,""y"":0.0,""z"":0.0,""w"":0.7781578},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.6111816Z,1,Data Entry 260,"{""position"":{""x"":0.5603955,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6294549,""y"":0.0,""z"":0.0,""w"":0.777036965},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.6161332Z,1,Data Entry 261,"{""position"":{""x"":0.56503886,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.631028,""y"":0.0,""z"":0.0,""w"":0.7757601},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.6207650Z,1,Data Entry 262,"{""position"":{""x"":0.569907844,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.632674634,""y"":0.0,""z"":0.0,""w"":0.774417758},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.6267434Z,1,Data Entry 263,"{""position"":{""x"":0.574449837,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.634208143,""y"":0.0,""z"":0.0,""w"":0.7731624},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.6332639Z,1,Data Entry 264,"{""position"":{""x"":0.580032349,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6360895,""y"":0.0,""z"":0.0,""w"":0.7716153},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.6371018Z,1,Data Entry 265,"{""position"":{""x"":0.5862529,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6381815,""y"":0.0,""z"":0.0,""w"":0.769885957},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.6423065Z,1,Data Entry 266,"{""position"":{""x"":0.590606749,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6396429,""y"":0.0,""z"":0.0,""w"":0.7686722},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.6527259Z,1,Data Entry 267,"{""position"":{""x"":0.595673,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6413406,""y"":0.0,""z"":0.0,""w"":0.7672564},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.6579553Z,1,Data Entry 268,"{""position"":{""x"":0.606242836,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6448723,""y"":0.0,""z"":0.0,""w"":0.7642903},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.6614918Z,1,Data Entry 269,"{""position"":{""x"":0.611494243,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6466219,""y"":0.0,""z"":0.0,""w"":0.7628107},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.6670480Z,1,Data Entry 270,"{""position"":{""x"":0.615069151,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.647810936,""y"":0.0,""z"":0.0,""w"":0.7618012},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.6786638Z,1,Data Entry 271,"{""position"":{""x"":0.620212257,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.649518847,""y"":0.0,""z"":0.0,""w"":0.760345459},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.6840039Z,1,Data Entry 272,"{""position"":{""x"":0.6319814,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.653414845,""y"":0.0,""z"":0.0,""w"":0.7570001},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.6891249Z,1,Data Entry 273,"{""position"":{""x"":0.637708366,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.655304432,""y"":0.0,""z"":0.0,""w"":0.755364835},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.6931954Z,1,Data Entry 274,"{""position"":{""x"":0.6426744,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6569396,""y"":0.0,""z"":0.0,""w"":0.7539432},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.6970346Z,1,Data Entry 275,"{""position"":{""x"":0.646645,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.658244848,""y"":0.0,""z"":0.0,""w"":0.752804},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.7001317Z,1,Data Entry 276,"{""position"":{""x"":0.6506009,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6595433,""y"":0.0,""z"":0.0,""w"":0.7516666},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.7038716Z,1,Data Entry 277,"{""position"":{""x"":0.6539949,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6606557,""y"":0.0,""z"":0.0,""w"":0.7506891},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.7072029Z,1,Data Entry 278,"{""position"":{""x"":0.657362342,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.661757946,""y"":0.0,""z"":0.0,""w"":0.7497176},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.7111706Z,1,Data Entry 279,"{""position"":{""x"":0.660490036,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.662780464,""y"":0.0,""z"":0.0,""w"":0.748813748},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.7150040Z,1,Data Entry 280,"{""position"":{""x"":0.664951444,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.664236844,""y"":0.0,""z"":0.0,""w"":0.7475221},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.7179928Z,1,Data Entry 281,"{""position"":{""x"":0.668391943,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6653583,""y"":0.0,""z"":0.0,""w"":0.746524155},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.7213583Z,1,Data Entry 282,"{""position"":{""x"":0.6716564,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.666421,""y"":0.0,""z"":0.0,""w"":0.745575666},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.7247106Z,1,Data Entry 283,"{""position"":{""x"":0.6749333,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.66748637,""y"":0.0,""z"":0.0,""w"":0.744622052},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.7296192Z,1,Data Entry 284,"{""position"":{""x"":0.6782114,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6685508,""y"":0.0,""z"":0.0,""w"":0.7436665},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.7334078Z,1,Data Entry 285,"{""position"":{""x"":0.6830502,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6701194,""y"":0.0,""z"":0.0,""w"":0.742253363},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.7371534Z,1,Data Entry 286,"{""position"":{""x"":0.6870969,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.671429,""y"":0.0,""z"":0.0,""w"":0.741069},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.7407600Z,1,Data Entry 287,"{""position"":{""x"":0.6909722,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6726811,""y"":0.0,""z"":0.0,""w"":0.739932656},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.7440707Z,1,Data Entry 288,"{""position"":{""x"":0.6943083,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6737574,""y"":0.0,""z"":0.0,""w"":0.738952637},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.7473445Z,1,Data Entry 289,"{""position"":{""x"":0.6977091,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6748532,""y"":0.0,""z"":0.0,""w"":0.737952},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.7508095Z,1,Data Entry 290,"{""position"":{""x"":0.7007791,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6758411,""y"":0.0,""z"":0.0,""w"":0.7370474},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.7538190Z,1,Data Entry 291,"{""position"":{""x"":0.704580963,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6770628,""y"":0.0,""z"":0.0,""w"":0.7359252},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.7780388Z,1,Data Entry 292,"{""position"":{""x"":0.707696557,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6780627,""y"":0.0,""z"":0.0,""w"":0.7350041},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.7886822Z,1,Data Entry 293,"{""position"":{""x"":0.7315571,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.685678,""y"":0.0,""z"":0.0,""w"":0.727905035},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.7958115Z,1,Data Entry 294,"{""position"":{""x"":0.741937041,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6889677,""y"":0.0,""z"":0.0,""w"":0.724792063},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.8073406Z,1,Data Entry 295,"{""position"":{""x"":0.749368,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6913141,""y"":0.0,""z"":0.0,""w"":0.7225543},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.8111284Z,1,Data Entry 296,"{""position"":{""x"":0.760745,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6948925,""y"":0.0,""z"":0.0,""w"":0.719113648},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.8149482Z,1,Data Entry 297,"{""position"":{""x"":0.7645898,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6960979,""y"":0.0,""z"":0.0,""w"":0.7179468},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.8187128Z,1,Data Entry 298,"{""position"":{""x"":0.768443167,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.69730407,""y"":0.0,""z"":0.0,""w"":0.7167754},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.8228625Z,1,Data Entry 299,"{""position"":{""x"":0.7722779,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6985024,""y"":0.0,""z"":0.0,""w"":0.7156077},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.8293379Z,1,Data Entry 300,"{""position"":{""x"":0.7766003,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.6998508,""y"":0.0,""z"":0.0,""w"":0.714289069},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.8352037Z,1,Data Entry 301,"{""position"":{""x"":0.7825907,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.7017154,""y"":0.0,""z"":0.0,""w"":0.712457359},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.8404348Z,1,Data Entry 302,"{""position"":{""x"":0.7888218,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.7036499,""y"":0.0,""z"":0.0,""w"":0.710547},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.8446090Z,1,Data Entry 303,"{""position"":{""x"":0.7938547,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.70520854,""y"":0.0,""z"":0.0,""w"":0.709},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.8483893Z,1,Data Entry 304,"{""position"":{""x"":0.7979445,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.706472635,""y"":0.0,""z"":0.0,""w"":0.7077404},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.8522714Z,1,Data Entry 305,"{""position"":{""x"":0.8018846,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.707688332,""y"":0.0,""z"":0.0,""w"":0.706524849},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.8561004Z,1,Data Entry 306,"{""position"":{""x"":0.8060575,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.7089735,""y"":0.0,""z"":0.0,""w"":0.7052351},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.8598742Z,1,Data Entry 307,"{""position"":{""x"":0.8099183,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.710160553,""y"":0.0,""z"":0.0,""w"":0.704039752},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:26.8640286Z,1,Data Entry 308,"{""position"":{""x"":0.813509166,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.711262763,""y"":0.0,""z"":0.0,""w"":0.7029262},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
